Block size 	   Merge sort time 	   Quick sort time 
  73300 	       0.008976 	      0.007279 
  73400 	       0.008891 	      0.007412 
  73500 	       0.008978 	      0.007345 
  73600 	       0.008948 	      0.007431 
  73700 	       0.008966 	      0.007613 
  73800 	       0.008919 	      0.007150 
  73900 	       0.008798 	      0.007309 
  74000 	       0.008872 	      0.007302 
  74100 	       0.008865 	      0.007197 
  74200 	       0.008992 	      0.007455 
  74300 	       0.009075 	      0.007376 
  74400 	       0.009020 	      0.007472 
  74500 	       0.009145 	      0.007425 
  74600 	       0.009182 	      0.007625 
  74700 	       0.009139 	      0.007335 
  74800 	       0.009178 	      0.007397 
  74900 	       0.009145 	      0.007670 
  75000 	       0.009220 	      0.007348 
  75100 	       0.009069 	      0.007628 
  75200 	       0.009213 	      0.007534 
  75300 	       0.009083 	      0.007278 
  75400 	       0.009059 	      0.007417 
  75500 	       0.009130 	      0.007470 
  75600 	       0.009259 	      0.007667 
  75700 	       0.009343 	      0.007615 
  75800 	       0.009283 	      0.007653 
  75900 	       0.009339 	      0.007360 
  76000 	       0.009368 	      0.007714 
  76100 	       0.009380 	      0.007755 
  76200 	       0.009426 	      0.007526 
  76300 	       0.009326 	      0.007760 
  76400 	       0.009414 	      0.007648 
  76500 	       0.009365 	      0.007750 
  76600 	       0.009483 	      0.007571 
  76700 	       0.009392 	      0.007680 
  76800 	       0.009269 	      0.007493 
  76900 	       0.009274 	      0.007634 
  77000 	       0.009326 	      0.007525 
  77100 	       0.009359 	      0.007603 
  77200 	       0.009345 	      0.007726 
  77300 	       0.009487 	      0.007653 
  77400 	       0.009519 	      0.007787 
  77500 	       0.009573 	      0.007739 
  77600 	       0.009512 	      0.007937 
  77700 	       0.009590 	      0.007665 
  77800 	       0.009560 	      0.007865 
  77900 	       0.009631 	      0.007668 
  78000 	       0.009600 	      0.007867 
  78100 	       0.009460 	      0.007663 
  78200 	       0.009430 	      0.007805 
  78300 	       0.009498 	      0.007579 
  78400 	       0.009446 	      0.007700 
  78500 	       0.009590 	      0.007666 
  78600 	       0.009507 	      0.007875 
  78700 	       0.009525 	      0.007773 
  78800 	       0.009584 	      0.007764 
  78900 	       0.009587 	      0.007760 
  79000 	       0.009773 	      0.007937 
  79100 	       0.009772 	      0.007921 
  79200 	       0.009796 	      0.007905 
  79300 	       0.009800 	      0.007876 
  79400 	       0.009640 	      0.007831 
  79500 	       0.009627 	      0.007862 
  79600 	       0.009662 	      0.007710 
  79700 	       0.009640 	      0.007737 
  79800 	       0.009661 	      0.007857 
  79900 	       0.009634 	      0.007869 
  80000 	       0.009716 	      0.008138 
  80100 	       0.009678 	      0.007896 
  80200 	       0.009696 	      0.007833 
  80300 	       0.009717 	      0.007886 
  80400 	       0.009751 	      0.007821 
  80500 	       0.009721 	      0.007815 
  80600 	       0.009836 	      0.008097 
  80700 	       0.009954 	      0.007975 
  80800 	       0.009954 	      0.008032 
  80900 	       0.009979 	      0.008133 
  81000 	       0.009912 	      0.007894 
  81100 	       0.010038 	      0.008045 
  81200 	       0.009947 	      0.008132 
  81300 	       0.010425 	      0.008220 
  81400 	       0.009997 	      0.008014 
  81500 	       0.009832 	      0.007915 
  81600 	       0.009791 	      0.008049 
  81700 	       0.009841 	      0.008015 
  81800 	       0.009820 	      0.008110 
  81900 	       0.009928 	      0.008111 
  82000 	       0.009892 	      0.008098 
  82100 	       0.009899 	      0.008140 
  82200 	       0.009906 	      0.008154 
  82300 	       0.010069 	      0.008371 
  82400 	       0.010130 	      0.008315 
  82500 	       0.010097 	      0.008361 
  82600 	       0.010151 	      0.008186 
  82700 	       0.009947 	      0.008155 
  82800 	       0.010015 	      0.008156 
  82900 	       0.010012 	      0.008143 
  83000 	       0.010005 	      0.008260 
  83100 	       0.010114 	      0.008326 
  83200 	       0.010238 	      0.008321 
  83300 	       0.010289 	      0.008299 
  83400 	       0.010259 	      0.008486 
  83500 	       0.010233 	      0.008340 
  83600 	       0.010303 	      0.008486 
  83700 	       0.010292 	      0.008449 
  83800 	       0.010299 	      0.008507 
  83900 	       0.010114 	      0.008227 
  84000 	       0.010135 	      0.008193 
  84100 	       0.010147 	      0.008215 
  84200 	       0.010185 	      0.008450 
  84300 	       0.010369 	      0.008386 
  84400 	       0.010411 	      0.008653 
  84500 	       0.010509 	      0.008410 
  84600 	       0.010467 	      0.008439 
  84700 	       0.010310 	      0.008431 
  84800 	       0.010366 	      0.008477 
  84900 	       0.010285 	      0.008457 
  85000 	       0.010340 	      0.008490 
  85100 	       0.010624 	      0.008820 
  85200 	       0.010555 	      0.008543 
  85300 	       0.010594 	      0.008632 
  85400 	       0.010553 	      0.008832 
  85500 	       0.010652 	      0.008579 
  85600 	       0.010620 	      0.008595 
  85700 	       0.010589 	      0.008558 
  85800 	       0.010607 	      0.008697 
  85900 	       0.010690 	      0.008646 
  86000 	       0.010692 	      0.008897 
  86100 	       0.010731 	      0.008535 
  86200 	       0.010552 	      0.008559 
  86300 	       0.010474 	      0.008501 
  86400 	       0.010555 	      0.008487 
  86500 	       0.010495 	      0.008513 
  86600 	       0.010579 	      0.008526 
  86700 	       0.010622 	      0.008534 
  86800 	       0.010570 	      0.008675 
  86900 	       0.010621 	      0.008588 
  87000 	       0.010661 	      0.008802 
  87100 	       0.010603 	      0.008935 
  87200 	       0.010732 	      0.008731 
  87300 	       0.010661 	      0.008645 
  87400 	       0.010670 	      0.008573 
  87500 	       0.010734 	      0.008703 
  87600 	       0.010896 	      0.008693 
  87700 	       0.010914 	      0.008797 
  87800 	       0.010940 	      0.008956 
  87900 	       0.010986 	      0.008877 
  88000 	       0.010933 	      0.008884 
  88100 	       0.011085 	      0.008845 
  88200 	       0.011013 	      0.008888 
  88300 	       0.010979 	      0.009099 
  88400 	       0.011011 	      0.008827 
  88500 	       0.010842 	      0.008719 
  88600 	       0.010820 	      0.008908 
  88700 	       0.010851 	      0.009086 
  88800 	       0.010872 	      0.008843 
  88900 	       0.011004 	      0.008946 
  89000 	       0.011054 	      0.009018 
  89100 	       0.011117 	      0.008980 
  89200 	       0.011138 	      0.008897 
  89300 	       0.011091 	      0.009021 
  89400 	       0.010990 	      0.008839 
  89500 	       0.010993 	      0.008849 
  89600 	       0.010907 	      0.008951 
  89700 	       0.010965 	      0.008939 
  89800 	       0.010966 	      0.008765 
  89900 	       0.010920 	      0.008918 
  90000 	       0.011019 	      0.009086 
  90100 	       0.011333 	      0.010179 
  90200 	       0.011556 	      0.008905 
  90300 	       0.011013 	      0.009013 
  90400 	       0.011056 	      0.009008 
  90500 	       0.011099 	      0.009024 
  90600 	       0.011061 	      0.009067 
  90700 	       0.011061 	      0.009159 
  90800 	       0.011131 	      0.009157 
  90900 	       0.011108 	      0.009050 
  91000 	       0.011087 	      0.009293 
  91100 	       0.011299 	      0.009292 
  91200 	       0.011412 	      0.009119 
  91300 	       0.011379 	      0.009160 
  91400 	       0.011307 	      0.009142 
  91500 	       0.011209 	      0.009328 
  91600 	       0.011216 	      0.009223 
  91700 	       0.011202 	      0.009100 
  91800 	       0.011358 	      0.009396 
  91900 	       0.011493 	      0.009410 
  92000 	       0.011550 	      0.009278 
  92100 	       0.011510 	      0.009183 
  92200 	       0.011241 	      0.009091 
  92300 	       0.011296 	      0.009159 
  92400 	       0.011309 	      0.009174 
  92500 	       0.011366 	      0.009056 
  92600 	       0.011280 	      0.009265 
  92700 	       0.011362 	      0.009252 
  92800 	       0.011443 	      0.009368 
  92900 	       0.011475 	      0.009366 
  93000 	       0.011545 	      0.009504 
  93100 	       0.011639 	      0.009408 
  93200 	       0.011624 	      0.009323 
  93300 	       0.011637 	      0.009373 
  93400 	       0.011370 	      0.009225 
  93500 	       0.011400 	      0.009378 
  93600 	       0.011501 	      0.009419 
  93700 	       0.011673 	      0.009647 
  93800 	       0.011674 	      0.009582 
  93900 	       0.011673 	      0.009407 
  94000 	       0.011692 	      0.009539 
  94100 	       0.011747 	      0.009488 
  94200 	       0.011803 	      0.009641 
  94300 	       0.011552 	      0.009452 
  94400 	       0.011506 	      0.009330 
  94500 	       0.011763 	      0.009522 
  94600 	       0.011819 	      0.009520 
  94700 	       0.011800 	      0.009711 
  94800 	       0.011806 	      0.009667 
  94900 	       0.011796 	      0.009564 
  95000 	       0.011580 	      0.009597 
  95100 	       0.011641 	      0.009894 
  95200 	       0.011662 	      0.009590 
  95300 	       0.011677 	      0.009466 
  95400 	       0.011876 	      0.009799 
  95500 	       0.011839 	      0.009601 
  95600 	       0.012244 	      0.009774 
  95700 	       0.011917 	      0.009842 
  95800 	       0.011966 	      0.009795 
  95900 	       0.012061 	      0.009655 
  96000 	       0.011874 	      0.009736 
  96100 	       0.011963 	      0.009663 
  96200 	       0.011930 	      0.009821 
  96300 	       0.012003 	      0.009728 
  96400 	       0.011818 	      0.009657 
  96500 	       0.011806 	      0.009581 
  96600 	       0.011785 	      0.009548 
  96700 	       0.011776 	      0.009743 
  96800 	       0.011801 	      0.009707 
  96900 	       0.011865 	      0.009635 
  97000 	       0.011867 	      0.009647 
  97100 	       0.012077 	      0.009769 
  97200 	       0.012081 	      0.009926 
  97300 	       0.012088 	      0.009802 
  97400 	       0.011867 	      0.009860 
  97500 	       0.012058 	      0.009706 
  97600 	       0.011964 	      0.009810 
  97700 	       0.012076 	      0.009916 
  97800 	       0.012076 	      0.009800 
  97900 	       0.011992 	      0.009853 
  98000 	       0.011969 	      0.009948 
  98100 	       0.012186 	      0.010053 
  98200 	       0.012223 	      0.010205 
  98300 	       0.012288 	      0.010183 
  98400 	       0.012133 	      0.010204 
  98500 	       0.012416 	      0.010301 
  98600 	       0.012365 	      0.010207 
  98700 	       0.012401 	      0.009903 
  98800 	       0.012088 	      0.009912 
  98900 	       0.012070 	      0.010035 
  99000 	       0.012086 	      0.009939 
  99100 	       0.012360 	      0.010033 
  99200 	       0.012393 	      0.010301 
  99300 	       0.012440 	      0.009987 
  99400 	       0.012456 	      0.010313 
  99500 	       0.012468 	      0.010308 
  99600 	       0.012502 	      0.010172 
  99700 	       0.012446 	      0.010135 
  99800 	       0.012325 	      0.010088 
  99900 	       0.012367 	      0.010267 
 100000 	       0.012556 	      0.010302 
