Matrix size 	Conventional 		 Strassen's  
   1 			         0.000005 		      0.000001 
   2 			         0.000002 		      0.000003 
   4 			         0.000002 		      0.000009 
   8 			         0.000007 		      0.000048 
  16 			         0.000035 		      0.000308 
  32 			         0.000207 		      0.001810 
  64 			         0.001672 		      0.011519 
 128 			         0.009921 		      0.046450 
 256 			         0.041173 		      0.210199 
