Matrix size 	Conventional 		 Strassen's  
   1 			         0.000001 		      0.000001 
   2 			         0.000002 		      0.000006 
   4 			         0.000002 		      0.000018 
   8 			         0.000006 		      0.000069 
  16 			         0.000026 		      0.000410 
  32 			         0.000209 		      0.002793 
  64 			         0.001731 		      0.019652 
 128 			         0.009215 		      0.095009 
 256 			         0.119130 		      0.903044 
